position,rank,name,lastName,uri,imageUri,worth,worthChange,age,source,industry,gender,country,title,timestamp,archivedWorth
1540,1539,Ted Alfond,Alfond,ted-alfond,no-pic,1154.844,2.585,71,shoes,Fashion and Retail,M,United States,,1448641501521,
1541,1541,Alfred Oetker,Oetker,alfred-oetker,alfred-oetker,1154.603,0,48,consumer goods,Retail,M,Germany,,1448641501521,1300
1542,1541,August Oetker,Oetker,august-oetker,august-oetker,1154.603,0,71,consumer goods,Retail,M,Germany,,1448641501521,1300
1543,1541,Bergit Douglas,Douglas,bergit-douglas,bergit-douglas,1154.603,0,69,consumer goods,Food and Beverage,F,Germany,,1448641501521,1300
1544,1541,Carl Ferdinand Oetker,Oetker,carl-ferdinand-oetker,no-pic,1154.603,0,43,consumer goods,Retail,M,Germany,,1448641501521,1300
1545,1541,Christian Oetker,Oetker,christian-oetker,no-pic,1154.603,0,67,consumer goods,Retail,M,Germany,,1448641501521,1300
1546,1541,Julia Oetker,Oetker,julia-oetker,julia-oetker,1154.603,0,36,consumer goods,Retail,F,Germany,,1448641501521,1300
1547,1541,Richard Oetker,Oetker,richard-oetker,richard-oetker,1154.603,0,64,consumer goods,Retail,M,Germany,,1448641501521,1300
1548,1541,Rosely Schweizer,Schweizer,rosely-schweizer,rosely-schweizer,1154.603,0,75,consumer goods,Retail,F,Germany,,1448641501521,1300
1549,1549,Alexander Dzhaparidze,Dzhaparidze,alexander-dzhaparidze,alexander-dzhaparidze,1154.101,0,60,oil services,Energy,M,Russia,,1448641501521,1500
1550,1550,Dan Gertler,Gertler,dan-gertler,dan-gertler,1154.054,0,41,mining,Metals & Mining,M,Israel,,1448641501521,1600
1551,1551,Mohammed Al Barwani,Al Barwani,mohammed-al-barwani,mohammed-al-barwani,1152.486,0,63,oil,Oil,M,Oman,,1448641501521,1200
1552,1552,Li Denghai,Li,li-denghai,li-denghai,1151.85,-140.307,66,seed production,Food and Beverage,M,China,,1448641501521,
1553,1553,Chu Jinfu,Chu,chu-jinfu,no-pic,1150.388,-64.005,58,electrical power equipment,Manufacturing,M,China,,1448641501521,1050
1554,1554,Sun Hongbin,Sun,sun-hongbin,sun-hongbin,1149.955,-47.361,52,real estate,Real Estate,M,United States,,1448641501521,1500
1555,1555,Ronald Joyce,Joyce,ronald-joyce-2,ronald-joyce-2,1149.301,17.143,85,restaurants,Diversified,M,Canada,,1448641501521,1200
1556,1556,Yuri Gushchin,Gushchin,yuri-gushchin,no-pic,1147.771,0,71,"candy, real estate",Food and Beverage,M,Russia,,1448641501521,1100
1557,1557,Henry Engelhardt,Engelhardt,henry-engelhardt,henry-engelhardt,1147.348,10.843,57,insurance,Finance,M,United States,"Chief Executive Officer, Admiral Group plc",1448641501521,1100
1558,1558,Summerfield Johnston Jr,Johnston,summerfield-johnston-jr,no-pic,1140.574,2.25,83,Coca-Cola,Food and Beverage,M,United States,,1448641501521,1000
1559,1559,Sergio Lins Andrade,Andrade,sergio-lins-andrade,no-pic,1140.208,0,67,construction,Construction & Engineering,M,Brazil,,1448641501521,1500
1560,1560,Richard Hayne,Hayne,richard-hayne,richard-hayne,1139.121,-19.659,68,Urban Outfitters,Fashion and Retail,M,United States,"Chairman, President & Chief Executive Officer, Urban Outfitters",1448641501521,1550
1561,1561,Andrei Rappoport,Rappoport,andrei-rappoport,andrei-rappoport,1139.096,-0.022,52,investments,Finance,M,Russia,,1448641501521,1100
1562,1562,Dorrance Hamilton,Hamilton,dorrance-hamilton,dorrance-hamilton,1138.908,5.727,87,Campbell Soup,Food and Beverage,F,United States,,1448641501521,1100
1563,1563,Zelimkhan Mutsoev,Mutsoev,zelimkhan-mutsoev,zelimkhan-mutsoev,1136.151,0,56,"fertilizers, real estate",Real Estate,M,Russia,,1448641501521,1000
1564,1564,Wang Jinshu,Wang,wang-jinshu,no-pic,1134.62,0,58,chemicals,Manufacturing,M,China,,1448641501521,1200
1565,1565,Sara Blakely,Blakely,sara-blakely,sara-blakely,1134.09,0,44,Spanx,Fashion and Retail,F,United States,"Founder, Spanx",1448641501521,1000
1566,1566,Chu Mang Yee,Chu,chu-mang-yee,chu-mang-yee,1133.624,-35.62,55,real estate,Real Estate,M,China,,1448641501521,1100
1567,1567,Marilyn Carlson Nelson,Nelson,marilyn-carlson-nelson,marilyn-carlson-nelson,1133,0,76,"hotels, travel",Service,F,United States,"Chairman, Carlson Companies Inc.",1448641501521,1100
1568,1568,Wang Yong,Wang,wang-yong,wang-yong,1132.982,-15.607,65,food sweeteners,Food and Beverage,M,China,,1448641501521,1000
1569,1569,Mark Pincus,Pincus,mark-pincus,mark-pincus,1132.765,-2.111,49,online games,Technology,M,United States,"Chief Product Officer and Chairman, Zynga",1448641501521,
1570,1570,Bulent Eczacibasi,Eczacibasi,bulent-eczacibasi,bulent-eczacibasi,1130.468,-0.481,65,"pharmaceuticals, diversified",Diversified,M,Turkey,,1448641501521,1450
1571,1571,Ronald Southern,Southern,ronald-southern,ronald-southern,1129.609,18.374,85,"structures, utilities",Energy,M,Canada,,1448641501521,1550
1572,1572,Ilkka Herlin,Herlin,ilkka-herlin,ilkka-herlin,1127.18,-6.028,56,"elevators, escalators",Manufacturing,M,Finland,,1448641501521,1200
1573,1573,Alberto Cortina,Cortina,alberto-cortina,alberto-cortina,1127.173,3.406,69,investments,Investments,M,Spain,,1448641501521,1400
1574,1574,Antti Aarnio-Wihuri,Aarnio-Wihuri,antti-aarnio-wihuri-1,no-pic,1126.752,-3.587,,Diversified,Diversified,M,Finland,,1448641501521,1000
1575,1575,Chung Yong-Jin,Chung,chung-yong-jin,chung-yong-jin,1125.183,6.146,47,retail,Retail,M,South Korea,,1448641501521,1150
1576,1576,J. Tomilson Hill,Hill,j-tomilson-hill,j-tomilson-hill,1125.176,-2.376,67,investments,Investments,M,United States,,1448641501521,1200
1577,1577,Martua Sitorus,Sitorus,martua-sitorus,martua-sitorus,1125.002,-3.635,55,palm oil,Manufacturing,M,Indonesia,,1448641501521,1700
1578,1578,Gao Dekang,Gao,gao-dekang,gao-dekang,1122.759,-6.721,63,apparel,Fashion and Retail,M,China,,1448641501521,1250
1579,1579,Renata de Camargo Nascimento,Nascimento,renata-de-camargo-nascimento,renata-de-camargo-nascimento,1121.934,0,64,construction,Construction & Engineering,F,Brazil,,1448641501521,2000
1580,1579,Rossana Camargo de Arruda Botelho,Camargo de Arruda Botelho,rossana-camargo-de-arruda-botelho,rossana-camargo-de-arruda-botelho,1121.934,0,65,construction,Construction & Engineering,F,Brazil,,1448641501521,2000
1581,1581,Alexander Samwer,Samwer,alexander-samwer,alexander-samwer,1119.227,28.366,40,tech startups,Technology,M,Germany,"Cofounder, Rocket Internet",1448641501521,1700
1582,1581,Marc Samwer,Samwer,marc-samwer,marc-samwer,1119.227,28.366,44,tech startups,Technology,M,Germany,"Cofounder, Rocket Internet",1448641501521,1700
1583,1581,Oliver Samwer,Samwer,oliver-samwer,oliver-samwer,1119.227,28.366,42,tech startups,Technology,M,Germany,"Cofounder and CEO, Rocket Internet",1448641501521,1700
1584,1584,Barbara Carlson Gage,Gage,barbara-carlson-gage,barbara-carlson-gage,1118,0,73,"hotels, travel",Service,F,United States,,1448641501521,1100
1585,1585,Danny Tan Chee Sing,Tan Chee Sing,danny-tan-chee-sing,danny-tan-chee-sing,1117.695,8.027,60,real estate,Real Estate,M,Malaysia,,1448641501521,1250
1586,1586,Solomon Lew,Lew,solomon-lew,solomon-lew,1116.84,4.732,70,retail,Fashion and Retail,M,Australia,,1448641501521,1000
1587,1587,Zhong Sheng Jian,Zhong,zhong-sheng-jian,zhong-sheng-jian,1116.789,0,57,real estate,Real Estate,M,Singapore,,1448641501521,1100
1588,1588,Lev Leviev,Leviev,lev-leviev,lev-leviev,1115.182,-0.758,59,diamonds,Metals & Mining,M,Israel,,1448641501521,1200
1589,1589,Vikas Oberoi,Oberoi,vikas-oberoi,vikas-oberoi,1112.96,16.497,45,real estate,Real Estate,M,India,,1448641501521,1250
1590,1590,Airat Shaimiev,Shaimiev,airat-shaimiev,airat-shaimiev,1111.815,-4.013,53,"refinery, chemicals",Oil,M,Russia,,1448641501521,1150
1591,1591,Jean Burelle,Burelle,jean-burelle,jean-burelle,1110.724,9.585,76,automotive systems,Automotive,M,France,,1448641501521,1150
1592,1591,Laurent Burelle,Burelle,laurent-burelle,laurent-burelle,1110.724,9.585,66,automotive systems,Automotive,M,France,,1448641501521,1150
1593,1593,Clelia Haji-Ioannou,Haji-Ioannou,clelia-haji-ioannou,no-pic-female,1108.446,19.126,47,EasyJet,Service,F,Cyprus,,1448641501521,1200
1594,1594,Mohammed Dewji,Dewji,mohammed-dewji,mohammed-dewji,1105.527,0,40,diversified,Diversified,M,Tanzania,,1448641501521,1250
1595,1595,Raghuvinder Kataria,Kataria,raghuvinder-kataria,raghuvinder-kataria,1102.586,0.134,66,diversified,Finance,M,United Kingdom,,1448641501521,1100
1596,1596,Bruno Steinhoff,Steinhoff,bruno-steinhoff,no-pic,1102,-3.522,78,furniture,Fashion and Retail,M,Germany,,1448641501521,1100
1597,1597,Thomas Lau,Lau,thomas-lau,thomas-lau,1100.844,27.333,61,Real Estate,Real Estate,M,Hong Kong,,1448641501521,1400
1598,1598,Alexei Bogachev,Bogachev,alexei-bogachev,alexei-bogachev,1100.183,-2.984,45,"retail, banking",Diversified,M,Russia,,1448641501521,1100
1599,1599,Carolus Nolet Sr,Nolet,carolus-nolet-sr,no-pic,1100,0,74,Ketel One vodka,Food and Beverage,M,Netherlands,,1448641501521,1100
1600,1599,Michael Jordan,Jordan,michael-jordan,michael-jordan,1100,0,52,sports team,Sports,M,United States,,1448641501521,1000
1601,1599,Mike Cannon-Brookes,Cannon-Brookes,mike-cannon-brookes-2,mike-cannon-brookes-2,1100,0,36,business software,Technology,M,Australia,,1448641501521,1100
1602,1599,Scott Farquhar,Farquhar,scott-farquhar,scott-farquhar,1100,0,35,software,Technology,M,Australia,,1448641501521,1100
1603,1599,Thomas Bailey,Bailey,thomas-bailey,no-pic,1100,0,78,finance,Finance,M,United States,,1448641501521,1100
1604,1604,Yuriy Kosiuk,Kosiuk,yuriy-kosiuk,yuriy-kosiuk,1097.207,3.434,47,agriculture,Food and Beverage,M,Ukraine,,1448641501521,1100
1605,1605,Alfredo Egydio Arruda Villela Filho,Egydio Arruda Villela Filho,alfredo-egydio-arruda-villela-filho,no-pic,1094.314,3.928,46,banking,Finance,M,Brazil,,1448641501521,1700
1606,1606,Xia Shudong,Xia,xia-shudong,no-pic,1094.138,-111.818,43,IT service,Technology,M,China,,1448641501521,1050
1607,1607,Sergei Katsiev,Katsiev,sergei-katsiev,sergei-katsiev,1091.234,-0.527,57,"retail, wholesale",Retail,M,Russia,,1448641501521,1200
1608,1608,Nikolai Maximov,Maximov,nikolai-maximov,nikolai-maximov,1091,0,58,investments,Investments,M,Russia,,1448641501521,1100
1609,1609,Niklas Herlin,Herlin,niklas-herlin,no-pic,1090.231,-5.571,52,"elevators, escalators",Manufacturing,M,Finland,,1448641501521,1150
1610,1610,Charles Brandes,Brandes,charles-brandes,charles-brandes,1085.811,0,72,money management,Investments,M,United States,"Founder & Chairman, Brandes Investment Partners, L.P.",1448641501521,1150
1611,1611,Kim Taek-Jin,Kim,kim-taek-jin,kim-taek-jin,1085.285,10.525,48,online games,Gaming,M,South Korea,,1448641501521,1150
1612,1612,Radik Shaimiev,Shaimiev,radik-shaimiev,radik-shaimiev,1083.815,-4.013,51,"refinery, chemical",Oil,M,Russia,,1448641501521,1100
1613,1613,Fernando Roig,Roig,fernando-roig,fernando-roig,1082.674,0,68,supermarkets,Fashion and Retail,M,Spain,,1448641501521,1200
1614,1614,Jeffrey Gundlach,Gundlach,jeffrey-gundlach,jeffrey-gundlach,1081,0,56,investments,Finance,M,United States,"CEO, DoubleLine Capital",1448641501521,1100
1615,1615,Faruk Eczacibasi,Eczacibasi,faruk-eczacibasi,faruk-eczacibasi,1079.668,-1.462,61,"pharmaceuticals, diversified",Diversified,M,Turkey,,1448641501521,1400
1616,1616,Purnomo Prawiro,Prawiro,purnomo-prawiro,no-pic,1078.995,-3.882,68,taxis,Service,M,Indonesia,,1448641501521,1500
1617,1617,Wang Wenliang,Wang,wang-wenliang,no-pic,1078.345,0,60,ship maintenance,Diversified,M,China,,1448641501521,1000
1618,1618,Konstantin Grigorishin,Grigorishin,konstantin-grigorishin,konstantin-grigorishin,1074.932,0,50,power engineering,Energy,M,Russia,,1448641501521,1100
1619,1619,Niranjan Hiranandani,Hiranandani,niranjan-hiranandani,niranjan-hiranandani,1073.689,0,65,real estate,Real Estate,M,India,,1448641501521,1100
1620,1620,Gary Fegel,Fegel,gary-fegel,gary-fegel,1073.445,0.601,41,commodities trading,Metals & Mining,M,Switzerland,,1448641501521,1200
1621,1621,J. Christopher Flowers,Flowers,j-christopher-flowers,no-pic,1072.098,-0.016,58,investments,Finance,M,United States,"Founder and Managing Director, J.C. Flowers &#38; Co. LLC",1448641501521,1400
1622,1622,You Xiaoping,You,you-xiaoping,you-xiaoping,1071.819,-71.981,57,"chemicals, spandex",Manufacturing,M,China,,1448641501521,1000
1623,1623,Tiong Hiew King,Tiong,tiong-hiew-king,tiong-hiew-king,1071.632,-5.252,80,timber/media,Diversified,M,Malaysia,,1448641501521,1350
1624,1624,Ilona Herlin,Herlin,ilona-herlin,no-pic-female,1071.233,-5.246,50,"elevators, escalators",Manufacturing,F,Finland,,1448641501521,1100
1625,1625,Hal Jackman,Jackman,hal-jackman,hal-jackman,1067.688,6.611,83,"insurance, investments",Investments,M,Canada,,1448641501521,1100
1626,1626,Ana Lucia de Mattos Barretto Villela,de Mattos Barretto Villela,ana-lucia-de-mattos-barretto-villela,no-pic-female,1067.197,3.836,42,banking,Finance,F,Brazil,,1448641501521,1700
1627,1627,Mohammed Ibrahim,Ibrahim,mohammed-ibrahim,mohammed-ibrahim,1066.883,0,69,communications,Telecom,M,United Kingdom,"Founder, Mo Ibrahim Foundation",1448641501521,1100
1628,1628,Low Tuck Kwong,Low Tuck,low-tuck-kwong,low-tuck-kwong,1066.196,2.248,67,coal,Energy,M,Indonesia,,1448641501521,1000
1629,1629,John Morgridge,Morgridge,john-morgridge,john-morgridge,1065.962,2.856,82,computer hardware,Technology,M,United States,"Chairman Emeritus, Cisco Systems",1448641501521,1100
1630,1630,Megdet Rahimkulov,Rahimkulov,megdet-rahimkulov,megdet-rahimkulov,1064.307,-4.702,70,investments,Investments,M,Russia,,1448641501521,
1631,1631,Zhou Mingjie,Zhou,zhou-mingjie,no-pic,1063.879,-167.206,58,lighting installations,Technology,M,China,,1448641501521,1150
1632,1632,Lin Ming-Hsiung,Lin,lin-ming-hsiung,lin-ming-hsiung,1062.902,0,65,retail,Fashion and Retail,M,Taiwan,,1448641501521,1250
1633,1633,Albert Berner,Berner,albert-berner,albert-berner,1062.85,0,80,fasteners,Manufacturing,M,Germany,,1448641501521,1200
1634,1634,Hubert d'Ornano,d'Ornano,hubert-dornano,no-pic,1062.319,0,89,cosmetics,Fashion and Retail,M,France,,1448641501521,1100
1635,1635,Murat Vargi,Vargi,murat-vargi,murat-vargi,1061.682,-1.601,68,telecom,Telecom,M,Turkey,,1448641501521,1000
1636,1636,Daniel Hirschfeld,Hirschfeld,daniel-hirschfeld,no-pic,1060.762,6.318,74,apparel retailer,Fashion and Retail,M,United States,,1448641501521,1250
1637,1637,Jose Llado Fernandez-Urrutia,Llado Fernandez-Urrutia,jose-llado-fernandez-urrutia,jose-llado-fernandez-urrutia,1059.96,4.219,81,construction,Construction & Engineering,M,Spain,,1448641501521,1200
1638,1638,Surin Upatkoon,Upatkoon,surin-upatkoon,surin-upatkoon,1059.75,-1.922,66,telecoms/lotteries/insurance,Diversified,M,Thailand,,1448641501521,1300
1639,1639,Tony Chen,Chen,tony-chen,tony-chen,1059.598,-2.068,47,optical components,Technology,M,Taiwan,,1448641501521,1200
1640,1640,Leonid Simanovsky,Simanovsky,leonid-simanovsky,leonid-simanovsky,1059.454,-2.279,66,investments,Investments,M,Russia,,1448641501521,1000
1641,1641,D. Leopoldo Del Pino y Calvo-Sotelo,Del Pino y Calvo-Sotelo,d-leopoldo-del-pino-y-calvo-sotelo,no-pic,1059.052,6.892,53,construction,Construction & Engineering,M,Spain,,1448641501521,
1642,1642,V.G. Siddhartha,Siddhartha,vg-siddhartha,vg-siddhartha,1058.905,0.032,56,retail,Retail,M,India,,1448641501521,1150
1643,1643,Tsai Ming-Kai,Tsai,tsai-ming-kai,tsai-ming-kai,1058.789,12.179,65,semiconductors,Technology,M,Taiwan,,1448641501521,1650
1644,1644,Don Gao,Gao,don-gao,no-pic,1058.035,0,50,power tools,Manufacturing,M,China,,1448641501521,1100
1645,1645,Andrea Della Valle,Della Valle,andrea-della-valle,andrea-della-valle,1052.398,-4.498,50,shoes,Fashion and Retail,M,Italy,,1448641501521,1300
1646,1646,Jane Lauder,Lauder,jane-lauder,jane-lauder,1052.023,1.085,42,cosmetics,Fashion and Retail,F,United States,,1448641501521,1400
1647,1647,David Sainsbury,Sainsbury,david-sainsbury,david-sainsbury,1051.699,5.614,75,retail,Fashion and Retail,M,United Kingdom,,1448641501521,1100
1648,1648,Trond Mohn,Mohn,trond-mohn,no-pic,1050,0,72,cargo pumps,Manufacturing,M,Norway,,1448641501521,1000
1649,1649,Rufino Vigil Gonzalez,Vigil Gonzalez,rufino-vigil-gonzalez,rufino-vigil-gonzalez,1049.173,14.042,67,steel,Metals & Mining,M,Mexico,,1448641501521,1250
1650,1650,Joao Alves de Queiroz Filho,Alves de Queiroz Filho,joao-alves-de-queiroz-filho,no-pic,1048.812,6.661,62,consumer goods,Diversified,M,Brazil,,1448641501521,1200
1651,1651,S.D. Shibulal,Shibulal,sd-shibulal,sd-shibulal,1048.233,17.232,60,software services,Technology,M,India,,1448641501521,1150
1652,1652,Fahd Hariri,Hariri,fahd-hariri,fahd-hariri,1045.256,-6.288,34,"construction, investments",Construction & Engineering,M,Lebanon,,1448641501521,1100
1653,1653,Rustem Sulteev,Sulteev,rustem-sulteev,rustem-sulteev,1044.819,-4.024,61,"refinery, chemicals",Oil,M,Russia,,1448641501521,1100
1654,1654,Fawzi Al-Kharafi,Al-Kharafi,fawzi-al-kharafi,no-pic,1043.379,4.999,,diversified,Diversified,M,Kuwait,,1448641501521,1250
1655,1655,Mohannad Al-Kharafi,Al-Kharafi,mohannad-al-kharafi,no-pic,1043.363,5,,diversified,Diversified,M,Kuwait,,1448641501521,1250
1656,1656,Alexander Vik,Vik,alexander-vik,alexander-vik,1040,0,60,investments,Finance,M,Norway,,1448641501521,1050
1657,1656,Andrea Reimann-Ciardelli,Reimann-Ciardelli,andrea-reimann-ciardelli,no-pic-female,1040,0,58,consumer goods,Retail,F,United States,,1448641501521,1000
1658,1658,Surendra Hiranandani,Hiranandani,surendra-hiranandani,surendra-hiranandani,1038.32,0,60,real estate,Real Estate,M,India,,1448641501521,1100
1659,1659,Eugene Kaspersky,Kaspersky,eugene-kaspersky,eugene-kaspersky,1036,0,50,software,Technology,M,Russia,,1448641501521,1000
1660,1660,Somphote Ahunai,Ahunai,somphote-ahunai,somphote-ahunai,1034.625,-17.211,48,energy,Energy,M,Thailand,,1448641501521,1350
1661,1661,Yao Wenbin,Yao,yao-wenbin,no-pic,1034.528,-145.792,45,software,Technology,M,China,,1448641501521,
1662,1662,Bassam Alghanim,Alghanim,bassam-alghanim,bassam-alghanim,1033.615,0,64,diversified,Diversified,M,Kuwait,,1448641501521,1050
1663,1662,Kutayba Alghanim,Alghanim,kutayba-alghanim,kutayba-alghanim,1033.615,0,70,diversified,Diversified,M,Kuwait,,1448641501521,1050
1664,1664,Choo Chong Ngen,Choo,choo-chong-ngen,choo-chong-ngen,1032.048,0,62,hotels,Real Estate,M,Singapore,,1448641501521,1250
1665,1665,Patricia Angelini Rossi,Angelini Rossi,patricia-angelini-rossi,patricia-angelini-rossi,1030.287,0.001,61,"forestry, mining",Diversified,F,Chile,,1448641501521,1300
1666,1666,Robert Citrone,Citrone,robert-citrone,robert-citrone,1030,0,51,hedge fund,Finance,M,United States,"Co-founder, Discovery Capital Management",1448641501521,1000
1667,1667,Koh Wee Meng,Koh,koh-wee-meng,koh-wee-meng,1026.518,-23.977,52,"real estate, hotels",Real Estate,M,Singapore,,1448641501521,1250
1668,1668,T.S. Kalyanaraman,Kalyanaraman,ts-kalyanaraman,ts-kalyanaraman,1026.22,0,68,jewelry,Fashion and Retail,M,India,,1448641501521,1050
1669,1669,Sun Weijie,Sun,sun-weijie,sun-weijie,1025.112,-81.177,52,oilfield equipment,Manufacturing,M,China,,1448641501521,1350
1670,1670,Dai Deming,Dai,dai-deming,no-pic,1023.602,0,,auto distribution,Automotive,M,China,,1448641501521,1050
1671,1671,Richard Chang,Chang,richard-chang-1,richard-chang-1,1023.153,-4.172,68,"real estate, electronics",Real Estate,M,Taiwan,,1448641501521,1250
1672,1672,Wu Chung-Yi,Wu,wu-chung-yi,wu-chung-yi,1023.013,-1.162,56,auto parts,Manufacturing,M,Taiwan,,1448641501521,1050
1673,1673,G.V. Prasad,Prasad,gv-prasad-1,gv-prasad-1,1019.778,-94.711,55,pharmaceuticals,Medicine,M,India,,1448641501521,1150
1674,1673,Satish Reddy,Reddy,satish-reddy-1,satish-reddy-1,1019.778,-94.711,48,pharmaceuticals,Medicine,M,India,,1448641501521,1150
1675,1675,Edward Stack,Stack,edward-stack,edward-stack,1017.914,4.489,60,Dick's Sporting Goods,Retail,M,United States,"Chairman and CEO, Dick's Sporting Goods",1448641501521,1500
1676,1676,Sanford Weill,Weill,sanford-weill,no-pic,1016.265,0.302,82,Citigroup,Finance,M,United States,,1448641501521,1000
1677,1677,Paul Fireman,Fireman,paul-fireman,no-pic,1014.4,0,71,Reebok,Fashion and Retail,M,United States,,1448641501521,1000
1678,1678,Pavel Tykac,Tykac,pavel-tykac,pavel-tykac,1014.184,0,51,coal mine,Metals & Mining,M,Czech Republic,,1448641501521,1050
1679,1679,Clifford Illig,Illig,clifford-illig-1,no-pic,1013.492,4.977,64,health care,Healthcare,M,United States,,1448641501521,1150
1680,1680,Aloke Lohia,Lohia,aloke-lohia,aloke-lohia,1010.266,-4.387,57,petrochemicals,Manufacturing,M,India,,1448641501521,1200
